%time,field.x,field.y,field.z
1752000000,0.0,0.0,3.0
2116000000,0.0,0.0,3.0
2570000000,0.0,0.0,3.0
3007000000,0.0,0.0,3.0
3405000000,0.0,0.0,3.0
3886000000,0.0,0.0,3.0
4323000000,0.0,0.0,3.0
4806000000,0.0,0.0,3.0
5249000000,0.0,0.0,3.0
5722000000,0.0,0.0,3.0
6145000000,0.0,0.0,3.0
6611000000,0.0,0.0,3.0
7027000000,0.0,0.0,3.0
7400000000,0.0,0.0,3.0
7792000000,0.0,0.0,3.0
8210000000,0.0,0.0,3.0
8636000000,0.0,0.0,3.0
9056000000,0.0,0.0,3.0
9419000000,0.0,0.0,3.0
9873000000,0.0,0.0,3.0
10310000000,0.0,0.0,3.0
10736000000,0.0,0.0,3.0
11155000000,0.0,0.0,3.0
11565000000,0.0,0.0,3.0
12038000000,0.0,0.0,3.0
12466000000,0.0,0.0,3.0
12900000000,0.0,0.0,3.0
13263000000,0.0,0.0,3.0
13690000000,0.0,0.0,3.0
14109000000,0.0,0.0,3.0
14542000000,0.0,0.0,3.0
14935000000,0.0,0.0,3.0
15351000000,0.0,0.0,3.0
15759000000,0.0,0.0,3.0
16168000000,0.0,0.0,3.0
16594000000,0.0,0.0,3.0
17019000000,0.0,0.0,3.0
17513000000,0.0,0.0,3.0
17912000000,0.0,0.0,3.0
18366000000,0.0,0.0,3.0
18751000000,0.0,0.0,3.0
19186000000,0.0,0.0,3.0
19592000000,0.0,0.0,3.0
19997000000,0.0,0.0,3.0
20445000000,0.0,0.0,3.0
20850000000,0.0,0.0,3.0
21286000000,0.0,0.0,3.0
21705000000,0.0,0.0,3.0
22147000000,0.0,0.0,3.0
22600000000,0.0,0.0,3.0
22948000000,0.0,0.0,3.0
23347000000,0.0,0.0,3.0
23630000000,0.0,0.0,3.0
23993000000,0.0,0.0,3.0
24329000000,0.0,0.0,3.0
24710000000,0.0,0.0,3.0
24998000000,0.0,0.0,3.0
25398000000,0.0,0.0,3.0
25672000000,0.0,0.0,3.0
25980000000,0.0,0.0,3.0
26273000000,0.0,0.0,3.0
26580000000,0.0,0.0,3.0
26881000000,0.0,0.0,3.0
27243000000,0.0,0.0,3.0
27584000000,0.0,0.0,3.0
27885000000,0.0,0.0,3.0
28198000000,0.0,0.0,3.0
28494000000,0.0,0.0,3.0
28732000000,0.0,0.0,3.0
29107000000,0.0,0.0,3.0
29394000000,0.0,0.0,3.0
29719000000,0.0,0.0,3.0
30087000000,0.0,0.0,3.0
30388000000,0.0,0.0,3.0
30745000000,0.0,0.0,3.0
31084000000,0.0,0.0,3.0
31309000000,0.0,0.0,3.0
31614000000,0.0,0.0,3.0
32040000000,0.0,0.0,3.0
32318000000,0.0,0.0,3.0
32639000000,0.0,0.0,3.0
32881000000,0.0,0.0,3.0
33280000000,0.0,0.0,3.0
33538000000,0.0,0.0,3.0
33760000000,0.0,0.0,3.0
34120000000,0.0,0.0,3.0
34452000000,0.0,0.0,3.0
34820000000,0.0,0.0,3.0
35138000000,0.0,0.0,3.0
35430000000,0.0,0.0,3.0
35837000000,0.0,0.0,3.0
36117000000,0.0,0.0,3.0
36380000000,0.0,0.0,3.0
36801000000,0.0,0.0,3.0
37118000000,0.0,0.0,3.0
37453000000,0.0,0.0,3.0
37764000000,0.0,0.0,3.0
38086000000,0.0,0.0,3.0
38386000000,0.0,0.0,3.0
38654000000,0.0,0.0,3.0
38983000000,0.0,0.0,3.0
39341000000,0.0,0.0,3.0
39610000000,0.0,0.0,3.0
39878000000,0.0,0.0,3.0
40181000000,0.0,0.0,3.0
40598000000,0.0,0.0,3.0
40822000000,0.0,0.0,3.0
41179000000,0.0,0.0,3.0
41533000000,0.0,0.0,3.0
41775000000,0.0,0.0,3.0
42026000000,0.0,0.0,3.0
42440000000,0.0,0.0,3.0
42698000000,0.0,0.0,3.0
43000000000,0.0,0.0,3.0
43360000000,0.0,0.0,3.0
43679000000,0.0,0.0,3.0
43980000000,0.0,0.0,3.0
44297000000,0.0,0.0,3.0
44620000000,0.0,0.0,3.0
44913000000,0.0,0.0,3.0
45299000000,0.0,0.0,3.0
45704000000,0.0,0.0,3.0
