%time,field0,field1,field2,field3,field4,field5,field6,field7
1765000000,0.0143547626165,0.101557375927,0.0507016559691,0.0492997217105,0.000115474396883,34.4091040223,-2.31446503459e-19,0.0113254824477
1812000000,0.016428397239,0.116152983463,0.0580004849317,0.0563724552285,0.000114945658322,39.3623039048,-2.64765566793e-19,0.0129805409378
1850000000,0.0172953380024,0.122255113045,0.0610519297793,0.0593294934391,9.80920971654e-05,41.4331214661,-2.78694798869e-19,0.0136824480874
1885000000,0.017295376729,0.122254995164,0.0610519323967,0.0593293461983,9.80722578875e-05,41.4331161711,-2.78694809045e-19,0.0137001611959
1930000000,0.017295501177,0.122254605153,0.0610519390879,0.0593289223674,9.79104241899e-05,41.4331067404,-2.78694845706e-19,0.0137197832152
1977000000,0.0172955825109,0.12225436664,0.0610519442823,0.0593286480761,9.79456093991e-05,41.4330870521,-2.78694867619e-19,0.0137411408131
2018000000,0.0172954634544,0.12225479777,0.0610519413269,0.0593290433729,9.85945743772e-05,41.4330499661,-2.78694823561e-19,0.0137640010037
2056000000,0.0172994763935,0.122241605505,0.0610521113463,0.0593157599492,8.82996438939e-05,41.4331899397,-2.78696138935e-19,0.0137879297943
2094000000,0.0172981027046,0.122246108154,0.0610520506118,0.0593204019852,9.17071904008e-05,41.4331515869,-2.78695693087e-19,0.0138130873516
2122000000,0.0172928337717,0.122263461965,0.0610518217802,0.05933822168,0.00010547265903,41.4329379894,-2.78693972036e-19,0.0138397720814
2164000000,0.0172911712936,0.122268919347,0.0610517404233,0.0593443382261,0.000109530343514,41.4328988711,-2.78693433684e-19,0.0138681283314
2205000000,0.0172916599619,0.122267332001,0.0610517539123,0.0593432559157,0.000108261037834,41.4329225459,-2.78693588813e-19,0.0138984764173
2251000000,0.0172918709595,0.122266704871,0.0610517591232,0.0593429877154,0.000108184482073,41.4328852854,-2.78693652592e-19,0.0139302806767
2285000000,0.0172927705281,0.122263847184,0.0610517975876,0.0593402965335,0.000106665359193,41.4328404361,-2.78693937522e-19,0.0139632604992
2337000000,0.0172947805224,0.122257353388,0.0610518856202,0.059333838382,0.000102427726786,41.4328234226,-2.78694581971e-19,0.0139966830104
2369000000,0.0172960233983,0.122253399752,0.0610519429276,0.0593298611501,0.000100340951379,41.4327609634,-2.7869497367e-19,0.0140299247513
2400000000,0.0172965956037,0.122251664114,0.0610519729131,0.0593280740443,0.000100102428591,41.4326621654,-2.78695144515e-19,0.0140624558799
2431000000,0.0170989587154,0.120836334796,0.0603471172772,0.0586400840032,-0.000294718589623,40.9547056324,-2.75464369548e-19,0.0139358393641
2491000000,0.0170517629453,0.120490012355,0.0601753769709,0.0584714217181,-0.00061294027868,40.8384249227,-2.74669664058e-19,0.0139248020393
