%time,field0,field1,field2,field3
43000000,0.0522828168513,0.00856857276174,3.17259878256,7.9314969564
43000000,0.300371348712,0.0492275265945,18.2269784344,45.5674460861
91000000,0.390167211301,0.063944070741,23.6759244072,59.1898110181
127000000,0.390167211301,0.063944070741,23.6759244072,59.1898110181
162000000,0.390167211297,0.0639440707407,23.6759244073,59.189811018
202000000,0.389608770446,0.0640090205041,23.6769360093,59.1829848256
265000000,0.383823628545,0.0647043125516,23.6881544919,59.0379045759
286000000,0.387603367161,0.0642508101858,23.6808292249,59.132334401
317000000,-0.0204723699723,-0.00276919086005,-1.11298227545,-2.83748724695
369000000,-0.380394762274,-0.0618833996583,-22.9816547047,-57.49714644
404000000,-0.391732949538,-0.0637562087053,-23.6729007703,-59.2276261465
452000000,-0.391993588056,-0.0637253052621,-23.6724306662,-59.2306024884
479000000,-0.391520623343,-0.0637821337753,-23.6733466841,-59.2188477495
574000000,-0.39121846814,-0.0638183760586,-23.6739266888,-59.2118701276
574000000,-0.391154465625,-0.0638260390504,-23.6740472991,-59.2106130224
611000000,-0.391138118526,-0.0638280016922,-23.6740773026,-59.2103624694
643000000,-0.391116435577,-0.0638306173424,-23.6741187223,-59.2098674835
687000000,-0.391062005003,-0.0638371666645,-23.6742237608,-59.2085416451
726000000,-0.390990310484,-0.063845784613,-23.6743621617,-59.2067987696
766000000,-0.390919626485,-0.0638543333765,-23.6745043063,-59.2045168803
808000000,-0.390596229987,-0.0638931602605,-23.6751313759,-59.1964446075
847000000,-0.390435743284,-0.063912398667,-23.6754401715,-59.1926846452
884000000,-0.390404280038,-0.0639163246463,-23.6754993005,-59.1920722224
924000000,-0.390282352922,-0.0639311824344,-23.6757358215,-59.1890241605
964000000,-0.336590403908,-0.0552151946185,-20.4761724259,-51.091653902
999000000,-0.198327268912,-0.0326022098006,-12.1267962821,-30.1452972508
1040000000,-0.0249551236191,-0.00424813892304,-1.65605730272,-3.8800513776
1077000000,0.165964264364,0.0269811142764,9.88867645639,25.0479874337
1137000000,0.366701076302,0.0598625088343,22.0459407785,55.488753581
1165000000,0.389909467385,0.0639736154285,23.6763722914,59.1887320783
1211000000,0.389880746737,0.0639769691617,23.6764175452,59.1890459187
1248000000,0.389855474596,0.0639799629428,23.6764571534,59.1893410342
1282000000,0.389863606881,0.0639791335427,23.6764481659,59.188852008
1327000000,0.389767748327,0.0639906936651,23.6766310421,59.1867698998
1366000000,0.389714910927,0.0639970598452,23.6767301745,59.1858012437
1427000000,0.38340104914,0.0629626718244,23.2903522136,58.2276622663
1458000000,0.359623335478,0.0590552254325,21.8425121643,54.6151332843
1480000000,0.333639947663,0.0548080473741,20.2661804005,50.6781538409
1526000000,0.30723884262,0.0504942745504,18.665409015,46.6784639014
1570000000,0.288080988223,0.0473699388852,17.5050573328,43.7790186206
1607000000,0.275126938616,0.0452564297259,16.7201418127,41.8179107257
1655000000,0.267478158931,0.0440094062148,16.2567683916,40.6605261037
1680000000,0.275748548059,0.045379410333,16.7676776254,41.9233469774
1721000000,0.297340465863,0.0489321766611,18.0857661334,45.2065953681
1769000000,0.329596792307,0.0542247844623,20.0482989162,50.1038103623
1802000000,0.368034025418,0.0605263451638,22.384247194,55.9366243747
1843000000,0.389475318275,0.0640259228792,23.6771782587,59.1815574494
1887000000,0.389493177269,0.0640237900087,23.6771450873,59.1818605492
1931000000,0.389509222998,0.0640218684967,23.6771150858,59.1821536937
1971000000,0.389527157065,0.0640196305724,23.677072766,59.1833567234
2023000000,0.389576728692,0.0640136688095,23.6769829553,59.183967914
2038000000,0.389598195495,0.0640110492042,23.6769475482,59.1838961033
2097000000,0.389607050903,0.0640099093051,23.6769322581,59.1839441009
2143000000,0.389625471836,0.0640076425521,23.6768977128,59.1842946601
2160000000,0.38965013132,0.0640046603788,23.6768513546,59.1847658437
2211000000,0.389672789271,0.0640019225346,23.6768084919,59.1852214425
2252000000,0.389693790389,0.0639993835697,23.6767696987,59.1855513026
2285000000,0.389711973754,0.0639971590416,23.6767354927,59.1859020705
2319000000,0.389729418949,0.0639950383165,23.6767036844,59.1861363376
2357000000,0.389743252647,0.0639933365724,23.6766778368,59.1863858489
2398000000,0.386947035126,0.0635309289584,23.5062325091,58.7602254151
2450000000,0.381021255368,0.0625559460505,23.1459263866,57.8595187284
2489000000,0.379449878277,0.0622942987105,23.0497590264,57.6191961238
2526000000,0.38163163572,0.0626480349181,23.1813796729,57.9483590645
2568000000,0.385886810206,0.0633421000728,23.4389157754,58.5923393627
2597000000,0.389825735266,0.063983387648,23.6765253486,59.1877018645
2649000000,0.389835568024,0.0639822271014,23.6765064763,59.1879262959
2679000000,0.389846188943,0.0639809860312,23.6764872395,59.188053449
2734000000,0.389853759229,0.0639800885764,23.6764725148,59.1882455455
2771000000,0.389862777131,0.0639791926468,23.6764726465,59.1867140401
2796000000,0.389831688105,0.0639828894954,23.6765315316,59.1860895076
2851000000,0.38982783211,0.0639833405928,23.6765375761,59.1861371574
2884000000,0.389837021127,0.0639821248719,23.676507128,59.1876175193
2924000000,0.389868235995,0.0639783459001,23.6764464789,59.188388408
2969000000,0.389877134048,0.0639771436771,23.6764303729,59.1884935335
3009000000,0.389671440722,0.063943892203,23.6640946975,59.1574706475
3043000000,0.387177995048,0.063535623111,23.5129105782,58.7794410938
3088000000,0.382642405391,0.0627912755899,23.2374853348,58.0909918912
3119000000,0.376509182452,0.0617842882311,22.8649177505,57.1593421774
3199000000,0.372731387425,0.0611546927571,22.633370838,56.5818292189
3212000000,0.371275932315,0.0609127514273,22.5442908737,56.3598173461
3247000000,0.370034553875,0.0607092695009,22.4689434022,56.1716995033
3296000000,0.368707328701,0.0604921984359,22.3884948149,55.9707342276
3329000000,0.367323701111,0.0602664316045,22.3047479258,55.7614926705
3371000000,0.364722366942,0.0598408270823,22.1470519376,55.3674465684
3402000000,0.361053926065,0.0592395863836,21.9244380854,54.8112131526
3435000000,0.356683118512,0.0585227936149,21.659106236,54.148245948
3486000000,0.353473247037,0.057995887608,21.4641376805,53.6612251087
3504000000,0.35136305076,0.0576494462431,21.3359299506,53.3393151574
3564000000,0.348903095371,0.0572544564226,21.1884211114,52.9696751525
3602000000,0.346133449469,0.0568050563074,21.0213027946,52.5515562556
3649000000,0.343128787364,0.0563135824164,20.8391450376,52.0962668479
3679000000,0.339949119289,0.055791899624,20.6460401308,51.6135694442
3730000000,0.336665245403,0.0552523788245,20.4467071596,51.1152934457
3762000000,0.333685494385,0.0547642076381,20.2659170941,50.6645747234
3800000000,0.331468409465,0.0543942342534,20.1298954926,50.3248541893
3851000000,0.329834548366,0.0541246441012,20.030330322,50.0758078071
3881000000,0.326961932239,0.0536539018173,19.8560146797,49.6398908189
3930000000,0.322875954536,0.0529812814645,19.6074011487,49.0181889014
3976000000,0.318083557565,0.0521972175888,19.316883762,48.291710197
4001000000,0.312388763812,0.0512640589101,18.9713436224,47.4278375416
4034000000,0.307682537586,0.0504921893966,18.6856317245,46.7136229589
4082000000,0.304278260741,0.0499334691697,18.4788741311,46.1967718685
4108000000,0.302087865809,0.049574048186,18.3458558433,45.8642362014
4169000000,0.300270488205,0.0492788135702,18.2361432683,45.5892076795
4200000000,0.298735460564,0.0490275900402,18.1430673701,45.3562541133
4240000000,0.297079769754,0.0487558280001,18.0425007416,45.1047012955
4282000000,0.295315165467,0.0484652871616,17.9351192991,44.8361844457
4325000000,0.293468425216,0.0481612804502,17.8227227514,44.5551169022
4367000000,0.290750002776,0.047714467543,17.6574733624,44.1418845326
4399000000,0.287192335641,0.0471302114643,17.4413195982,43.6013752344
4437000000,0.282970581633,0.0464372450773,17.1848961888,42.9601873289
4485000000,0.278305618927,0.0456716489245,16.9015800937,42.2517837146
4518000000,0.273276035714,0.0448463502701,16.596170559,41.4898189911
4553000000,0.268263431959,0.0440184936567,16.2905779595,40.7266281903
4602000000,0.263287298763,0.0432008927122,15.9881372648,39.9705339539
4636000000,0.258790313704,0.0424645014032,15.7153724902,39.2885191642
4686000000,0.254962435623,0.041837480689,15.4831516802,38.7078808221
4735000000,0.251676262755,0.0412987149812,15.2836916792,38.2092862231
4766000000,0.247189175924,0.0405626809177,15.0112597182,37.5282877505
4805000000,0.241701311052,0.0396628017375,14.6781380268,36.6955712779
4839000000,0.235367111889,0.0386246870103,14.2937631495,35.7346356326
4881000000,0.22912922838,0.0376032656602,13.9154345903,34.7888122218
4921000000,0.223659680148,0.0367076916396,13.5837131605,33.9594538568
4960000000,0.219083612549,0.0359558252538,13.3056063423,33.2644730879
4998000000,0.216074576069,0.035464174865,13.1233397776,32.8086051483
5040000000,0.214134426891,0.035143753039,13.0050741861,32.5142718921
5084000000,0.212953904214,0.0349491825538,12.9331933059,32.3348024412
5130000000,0.21252716425,0.034879780289,12.9074132061,32.2703633968
5163000000,0.211995567251,0.0347940876073,12.875469616,32.1905262064
5208000000,0.211289014982,0.0346790880663,12.8327705442,32.0839272223
5247000000,0.210458317423,0.0345430258392,12.7823798115,31.9581880666
5285000000,0.209170659722,0.0343316715228,12.7041510557,31.7612445849
5320000000,0.207406772098,0.0340493061066,12.5985911825,31.4966214506
5376000000,0.205546047143,0.0337481370286,12.4865112816,31.2160981195
5406000000,0.20362637522,0.0334352888923,12.3704095413,30.925811256
5450000000,0.20063663021,0.032945976492,12.1891502342,30.4740703407
5481000000,0.196732179457,0.032301600363,11.9512328799,29.8793380336
5524000000,0.192044354558,0.0315332030293,11.6667470249,29.1677154634
5571000000,0.187081013231,0.0307213271949,11.3659141275,28.4152613087
5607000000,0.18193867024,0.0298791688644,11.0540086189,27.6353255699
5641000000,0.176659827038,0.0290133242815,10.7335244112,26.834075393
5681000000,0.171461810907,0.0281584140067,10.4174280566,26.0438611596
5722000000,0.166830717318,0.0273959240577,10.1356244872,25.3396297195
5763000000,0.16309297931,0.0267830376409,9.90873831492,24.7723705368
5803000000,0.160536061581,0.026363342807,9.75343458731,24.3841756374
5842000000,0.158499336113,0.0260287309535,9.62966098883,24.0747595586
5891000000,0.156829936516,0.0257544302852,9.52820310125,23.8211185869
5933000000,0.155501531925,0.0255358226628,9.44739672786,23.6191162185
5974000000,0.154549754776,0.0253820675627,9.39013881203,23.475720847
6013000000,0.154045352322,0.0252972723394,9.35906213624,23.3981952137
6045000000,0.153910813242,0.0252759745412,9.35105040873,23.3767256215
6076000000,0.153722912705,0.0252470291832,9.34006033552,23.3490067779
6113000000,0.153472180878,0.0252053055721,9.32470708369,23.3106750429
6158000000,0.152542317705,0.0250510242462,9.26786204625,23.1685973478
6196000000,0.151010218472,0.0247985582612,9.1745845685,22.9353041006
6241000000,0.14897600352,0.0244647671793,9.05107062383,22.6279179975
6294000000,0.147000940759,0.0241552922868,8.93436932636,22.3347872728
6321000000,0.145254029657,0.0238611594229,8.8266359768,22.0663797733
6364000000,0.143094443357,0.023502808299,8.69461550462,21.7366411398
6401000000,0.140653568347,0.0231023395169,8.5464095638,21.3661633667
6449000000,0.137965052908,0.0226592087622,8.38271493472,20.9571857383
6489000000,0.134772526159,0.0221342686421,8.18860043339,20.4714095231
6528000000,0.131095174662,0.0215328178955,7.96572887531,19.9145219407
6567000000,0.127621480078,0.0209631604871,7.75486210492,19.3877645427
6608000000,0.124370776104,0.0204298484144,7.55747984997,18.8946050649
6637000000,0.121317240884,0.0199295424626,7.37221506194,18.4316210376
6681000000,0.118506601327,0.0194695167553,7.20178762101,18.0050756723
6721000000,0.116012143679,0.0190624371786,7.0508025647,17.6274496783
6763000000,0.114598440226,0.0188310758624,6.96508984057,17.4132147989
6812000000,0.114084764029,0.0187462947986,6.93378718474,17.3350964395
6842000000,0.114322105321,0.0187845833084,6.94805359987,17.37091451
6892000000,0.114359273837,0.0187902017255,6.95020216051,17.3763416633
6928000000,0.114198033665,0.0187637865002,6.94043159093,17.3531576093
6956000000,0.113918348128,0.01871537938,6.92290326369,17.3095730367
7001000000,0.113530126082,0.0186517776468,6.89935941768,17.2506778427
7042000000,0.112419658473,0.0184707819513,6.83220426516,17.0827940876
7085000000,0.11073324186,0.018195014138,6.7300152647,16.8274417615
7120000000,0.108579065313,0.0178418604458,6.5992803933,16.5008059278
7173000000,0.106043124773,0.0174257172443,6.44526634276,16.1144899916
7207000000,0.103193625267,0.0169621625073,6.27311680604,15.6836656198
7246000000,0.100091338973,0.0164551465402,6.08518092471,15.2137673978
7283000000,0.0972924749492,0.0159962495275,5.9153014114,14.7892033574
7320000000,0.0947681313488,0.0155818478413,5.76196875468,14.4059145135
7358000000,0.0927584128974,0.0152522268158,5.63996183113,14.100925661
7399000000,0.0913927129567,0.0150282568724,5.55705874776,13.8936129925
7446000000,0.0905568790935,0.0148911286634,5.50631121497,13.766802135
7485000000,0.0897220729399,0.0147537502402,5.45552805829,13.6395594475
7520000000,0.0888169835404,0.0146053961341,5.40060028036,13.5019462579
7565000000,0.0882399504707,0.0145107469606,5.36554260491,13.4146902204
7618000000,0.087908077399,0.0144544849378,5.34498999371,13.3634928746
7644000000,0.0877803851381,0.0144360499669,5.33779445565,13.3452152739
7682000000,0.0870409730521,0.0143132051275,5.29255703161,13.2322380654
7721000000,0.0857401259357,0.0140990653768,5.21341013413,13.0343626657
7761000000,0.0844498135096,0.013887015522,5.13498398447,12.8383380707
7805000000,0.0832220149547,0.013685211037,5.06033678865,12.6506169043
7843000000,0.0820401246546,0.0134933635672,4.98903053824,12.4721651491
7887000000,0.0802340243256,0.0131971083663,4.87937823703,12.1980733486
7927000000,0.0777801016908,0.0127938143885,4.73022008508,11.8251763191
7968000000,0.0756951229151,0.0124521089093,4.60412452386,11.5088716529
7997000000,0.0739524372055,0.0121673847687,4.49893426693,11.2448925614
8046000000,0.0725574052074,0.011939325986,4.41470934714,11.0334854862
8082000000,0.0714680296746,0.0117609449263,4.34890568283,10.8694403545
8137000000,0.0705792222694,0.0116242620038,4.29718407356,10.7388480001
8162000000,0.0697938994929,0.011499822195,4.25066198713,10.6218950831
8206000000,0.0690496177511,0.0113738815085,4.20477526677,10.5072446561
8265000000,0.0683155862101,0.0112498392324,4.15953718328,10.3941953057
8284000000,0.067447502556,0.0111056062883,4.1065296204,10.261589924
8323000000,0.0661851204512,0.0108980443659,4.02986286124,10.0697959045
8369000000,0.0642550516697,0.0105812666371,3.91271301372,9.77692840934
8404000000,0.061710348349,0.0101639790821,3.75830360655,9.39108963984
8442000000,0.0586682708588,0.00966517923024,3.57370148288,8.92974288016
8480000000,0.0561793078694,0.00925736438152,3.42272801442,8.55242436577
8512000000,0.054230407118,0.00893832043971,3.30457659298,8.2571560173
8559000000,0.0527142811318,0.00869029293157,3.21269524308,8.02652675364
