%time,field
2000000,0.0
16000000,-6.64761920596e-26
26000000,1.59387573867e-21
35000000,3.26050305509e-22
42000000,1.31334650749e-21
59000000,-4.20571564679e-22
82000000,2.76831665348e-23
82000000,-4.59376519387e-22
118000000,2.32662400386e-22
118000000,-5.81611076194e-22
123000000,-9.8634663638e-22
139000000,-6.94881336737e-16
151000000,-2.51678347872e-12
169000000,8.25250341532e-12
169000000,0.000893969841108
172000000,0.00261393502792
182000000,-0.00235291702056
192000000,0.00249860048163
202000000,-0.00232652835891
205000000,0.00238831701596
220000000,-0.00222600801516
231000000,0.0446493884122
242000000,0.0460502462967
251000000,-0.0253541936087
251000000,-0.0221460527056
271000000,-0.0250812881466
278000000,-0.0245571654935
284000000,-0.0236412122174
284000000,-0.0201392610554
284000000,-0.0189213386211
284000000,-0.0181143290533
284000000,-0.00716234647108
284000000,-0.00647791482035
333000000,-0.00420932619192
359000000,0.0157393074952
364000000,0.0170008831635
365000000,0.0149378805642
390000000,0.00792776003415
399000000,0.00595438783298
412000000,0.00741875391232
420000000,0.00207254822937
431000000,0.00177162732987
439000000,0.00155664582884
446000000,0.00137639772312
456000000,-0.00057671765937
472000000,-0.000776573221907
481000000,-0.000908059969329
491000000,-0.000991990201933
502000000,-0.0010365251783
511000000,-0.00142257055396
521000000,-0.00138503180088
529000000,-0.00132485919043
539000000,-0.0012480801893
548000000,-0.00116980280038
558000000,-0.00107412102084
564000000,-0.000974930874506
580000000,-0.00087514724424
592000000,-0.000783907979271
597000000,-0.000688795620316
610000000,-0.000598458119379
619000000,-0.0005139870574
631000000,-0.000435984764499
638000000,-0.000441917278991
652000000,-0.000372559719132
660000000,-0.000454408875998
667000000,-0.00038957049392
682000000,-0.000329756100461
691000000,-0.000275223842171
697000000,-0.000367769242041
706000000,-0.000314655161019
720000000,-0.000265555474103
731000000,-0.000220867000221
737000000,-0.000315729714684
744000000,-0.00027109871672
759000000,-0.000229879330024
771000000,-0.000192205383624
782000000,-0.00029065161145
792000000,-0.000252655563069
800000000,-0.000217079797942
803000000,-0.000184225379813
821000000,-0.000154263529225
830000000,-0.000243843976649
840000000,-0.000211857484961
849000000,-0.000181957176385
859000000,-0.000154394891808
869000000,-0.000129274510342
876000000,-0.000106635547409
890000000,-0.000189656753101
898000000,-0.00016504579836
910000000,-0.000141928492581
921000000,-0.000242645100736
922000000,-0.000215204805306
938000000,-0.000188812208167
951000000,-0.000236604704722
961000000,-0.000208950230254
970000000,-0.000182445355907
981000000,-0.00015745439288
990000000,-0.000134271852886
997000000,-0.000113043429663
1009000000,-0.000169926209266
1020000000,-0.000148152009285
1029000000,-0.000221649145874
1034000000,-0.000197199513002
1050000000,-0.000173483392527
1062000000,-0.000205522631085
1072000000,-0.000181334573436
1080000000,-0.000158242603967
1088000000,-0.000136533107651
1098000000,-0.000116418550664
1109000000,-9.79871042875e-05
1120000000,-0.000133412027239
1132000000,-0.000115313246006
1139000000,-9.84558778548e-05
1150000000,-0.000128002782114
1161000000,-0.000111505027657
1169000000,-9.60254666822e-05
1178000000,-8.1710742061e-05
1190000000,-0.000105480957087
1202000000,-9.13240726071e-05
1208000000,-7.80836241097e-05
1209000000,-6.58881986807e-05
1229000000,-7.49321871871e-05
1241000000,-6.39269940404e-05
1249000000,-5.38660353897e-05
1261000000,-4.79455074757e-05
1269000000,-3.9667418624e-05
1280000000,-3.22907678679e-05
1288000000,-2.5750815153e-05
1299000000,-2.00536077937e-05
1308000000,-1.51957785878e-05
1322000000,1.8597771511e-06
1331000000,4.39368277954e-06
1339000000,6.21387219397e-06
1350000000,4.26778933083e-05
1361000000,4.11790227635e-05
1372000000,3.90326282914e-05
1381000000,3.63619888576e-05
1386000000,9.71232544364e-05
1397000000,8.96532866241e-05
1410000000,8.1654093199e-05
1417000000,7.3370563622e-05
1428000000,0.000150240516228
1438000000,0.000137021979681
1451000000,0.000123414494889
1459000000,0.000109813897229
1468000000,0.000217837157567
1478000000,0.000197943014068
1487000000,0.000177664925165
1501000000,0.000157638129768
1511000000,0.000277193379622
1520000000,0.000249446567518
1528000000,0.000399104837623
1540000000,0.000362115550781
1551000000,0.000324699321426
1561000000,0.000287788463851
1563000000,0.000252132269054
1564000000,0.000218306014399
1591000000,0.000389702518958
1601000000,0.000348502450932
1621000000,0.0003080993004
1621000000,0.000269213654386
1621000000,0.000232399255467
1621000000,0.000198000243554
1646000000,0.000166380536206
1661000000,0.000683925458073
1671000000,0.000625553961863
1675000000,0.00056545540674
1687000000,0.000505307088469
1701000000,0.000446443718332
1712000000,0.000622419072629
1722000000,0.000553825605939
1755000000,0.000487294644767
1755000000,0.000423855283463
1772000000,0.000364244661211
1772000000,0.000258428813674
1788000000,0.000212661937127
1792000000,0.000457077020228
1802000000,0.000746474321469
1813000000,0.000675373538533
1823000000,0.000911503728725
1832000000,0.000822462927735
1842000000,0.000733800138287
1853000000,0.000647408998232
1864000000,0.000564744939827
1872000000,0.000795590741922
1884000000,0.000703906012027
1890000000,0.000615864129015
1909000000,0.000859166937183
1909000000,0.000773603110787
1921000000,0.000680587213581
1928000000,0.000591975290084
1939000000,0.000840058049571
1949000000,0.000743175284382
1958000000,0.000650216118646
1965000000,0.000562415673088
1978000000,0.000480607898084
1982000000,0.000718622906667
1995000000,0.00063017977416
2009000000,0.000546356147122
2017000000,0.000761033153131
2021000000,0.000671295329109
2026000000,0.000585631508032
2049000000,0.000505077228791
2050000000,0.000687238971789
2070000000,0.000601951731503
2078000000,0.000521308472101
2089000000,0.000665338126786
2100000000,0.000583298807932
2111000000,0.000505747242312
2122000000,0.000433465980293
2128000000,0.000366902108896
2140000000,0.000481818762684
2153000000,0.000417560309859
2161000000,0.000357668224671
2168000000,0.000302609488713
2181000000,0.000359581261679
2192000000,0.000308081086986
2202000000,0.000260823508408
2205000000,0.000217898787643
2237000000,0.000179390432538
2237000000,0.000145215828535
2237000000,0.000115260817723
2249000000,0.000128520452819
2258000000,6.69129397911e-05
2272000000,4.75527282807e-05
2281000000,3.14698676243e-05
2285000000,1.83368708119e-05
2293000000,7.8412634308e-06
2310000000,-0.000135284588015
2317000000,-0.000133690632393
2334000000,-0.000359229484277
2342000000,-0.000339692631026
2352000000,-0.000316344443985
2361000000,-0.000290577775119
2372000000,-0.000263430582516
2381000000,-0.000235814527261
2391000000,-0.000513054696968
2397000000,-0.000467282869605
2409000000,-0.000420262105054
2421000000,-0.000373312772394
2429000000,-0.000764687461661
2439000000,-0.000697056892386
2450000000,-0.00062781255745
2462000000,-0.00109982853343
2470000000,-0.00099998795478
2479000000,-0.00089841625782
2479000000,-0.00079771743987
2493000000,-0.000700010119103
2509000000,-0.000606963397918
2521000000,-0.00110374895595
2521000000,-0.000983956712453
2521000000,-0.000867040394366
2551000000,-0.000755011181904
2551000000,-0.00146311401328
2564000000,-0.00131798008742
2564000000,-0.00117363222619
2589000000,-0.00192678329999
2599000000,-0.00174261652665
2607000000,-0.00155792604608
2622000000,-0.00235810764461
2632000000,-0.00212937772821
2641000000,-0.00190075543574
2651000000,-0.00167748831959
2657000000,-0.00248074210336
2673000000,-0.00221518356254
2682000000,-0.00195589579751
2690000000,-0.00170730664098
2691000000,-0.00147272032146
2710000000,-0.0024015167114
2721000000,-0.00213186469901
2743000000,-0.00187123961939
2743000000,-0.00162360227607
2752000000,-0.00139171601592
2762000000,-0.00238706009333
2772000000,-0.00212388936554
2785000000,-0.00315134447031
2815000000,-0.00283061672862
2815000000,-0.00220811777026
2833000000,-0.00191727116231
2833000000,-0.00164487860755
2849000000,-0.00240178850081
2862000000,-0.00210862267351
2862000000,-0.001830027066
2873000000,-0.00316322580207
2880000000,-0.00282661746581
2906000000,-0.00249791237081
2906000000,-0.00218280972457
2906000000,-0.0031111734184
2917000000,-0.00276611597433
2924000000,-0.00243159912526
2924000000,-0.00211255464611
2949000000,-0.00181324424013
2964000000,-0.00269131820523
2966000000,-0.00236108591085
2980000000,-0.0134859812466
2984000000,-0.0125536311182
3002000000,-0.0115359128626
3002000000,-0.0104749050787
3002000000,-0.00940354714505
3025000000,-0.00834825470143
3040000000,-0.0107893883101
3045000000,-0.00959128929953
3058000000,-0.00843186002234
3070000000,-0.0087099013468
3079000000,-0.00758397546712
3082000000,-0.00652629310889
3082000000,-0.00554629786517
3111000000,-0.00564400065974
3119000000,-0.00476664352831
3124000000,-0.00396824186477
3134000000,-0.00324991018763
3151000000,-0.00371164842561
3161000000,-0.00307731729913
3164000000,-0.0025083704425
3177000000,-0.00200387166707
3191000000,-0.00270518734299
3201000000,-0.00224690843941
3202000000,-0.00183551587345
3222000000,-0.00256947986578
3232000000,-0.00218882299648
3241000000,-0.00184017158938
3241000000,-0.00152460150394
3262000000,-0.00124218188104
3270000000,-0.00185215970878
3282000000,-0.00157735312642
3292000000,-0.00132613539358
3299000000,-0.00109909705101
3311000000,-0.00146891136745
3320000000,-0.00125318425287
3331000000,-0.00105598587075
3340000000,-0.00113363584668
3349000000,-0.000959287927901
3361000000,-0.00080159610884
3369000000,-0.000660603215529
3381000000,-0.000535990320015
3391000000,-0.000284303477121
3401000000,-0.000199834312422
3411000000,-0.000130224701137
3423000000,-7.39765839437e-05
3430000000,0.000653932876819
3444000000,0.000643864483938
3448000000,0.000619681582208
3461000000,0.000584744496408
3469000000,0.0153524567816
3481000000,0.0143955609089
3492000000,0.0133172946584
3502000000,0.0121674789282
3511000000,0.0220633429244
3522000000,0.0201612763689
3532000000,0.0182088332064
3540000000,0.0162605675094
3550000000,0.0143594703285
3561000000,0.0211623859477
3572000000,0.0189030117528
3580000000,0.0235078777543
3591000000,0.0210211002853
3602000000,0.0185894227454
3610000000,0.0162548735223
3621000000,0.0196003366617
3632000000,0.0172125562468
3643000000,0.0149436540494
3651000000,0.0128192000475
3662000000,0.0143687786532
3671000000,0.0123658754215
3679000000,0.0105087874332
3691000000,0.0088086490174
3699000000,0.00727033994063
3707000000,0.00890453115902
3716000000,0.00748985624397
3729000000,0.0062058016537
3739000000,0.0050536588602
3750000000,-0.0116890269734
3759000000,-0.0115593301617
3772000000,-0.0111994507974
3781000000,-0.013433380012
3791000000,-0.0126171459804
3799000000,-0.0116927887165
3800000000,-0.0107039062093
3809000000,-0.0096863104435
3819000000,-0.00866883634968
3837000000,-0.00767404787183
3849000000,-0.00494915893338
3856000000,-0.000987758100438
3868000000,-0.000455719745228
3879000000,-2.78478241462e-05
3890000000,0.000308814108383
3900000000,0.000566037557701
3910000000,0.000755128177208
3920000000,0.000886272734434
3931000000,0.00333239908345
3939000000,0.00652447747912
3949000000,0.00615486553245
3959000000,0.00572493117891
3970000000,0.00525705131352
3970000000,0.00476991734201
3987000000,0.00694209581799
3997000000,0.00630201128178
4012000000,0.00565577708452
4020000000,0.00788079481612
4031000000,0.00707558885289
4037000000,0.0062821132366
4037000000,0.00551572374756
4037000000,0.00478799378536
4039000000,0.00410701202889
4080000000,0.0066684152983
4092000000,0.00590728815274
4102000000,0.0083950983221
4109000000,0.00749171503948
4121000000,0.0066120710366
4128000000,0.00577095687278
4140000000,0.00808203240911
4148000000,0.00717350805182
4161000000,0.00629688067959
4170000000,0.00546542553901
4178000000,0.00748082387849
4190000000,0.00658532985995
4192000000,0.00573288031737
4205000000,0.00493349848834
4221000000,0.00663843657889
4221000000,0.00580606303071
4242000000,0.00502116439322
4244000000,0.00429142328025
4252000000,0.00566943138671
4261000000,0.00494167215479
4282000000,0.00425883886008
4292000000,0.00362686307109
4295000000,0.00304917294907
4309000000,0.00252743283023
4318000000,0.00354982228046
4331000000,0.00305731471893
