%time,field.x,field.y,field.z
0,0.0,0.0,3.0
0,0.0,0.0,3.0
0,0.0,0.0,3.0
205000000,0.0,0.0,3.0
515000000,0.0,0.0,3.0
823000000,0.0,0.0,3.0
1199000000,0.0,0.0,3.0
1527000000,0.0,0.0,3.0
1848000000,0.0,0.0,3.0
2128000000,0.0,0.0,3.0
2444000000,0.0,0.0,3.0
2727000000,0.0,0.0,3.0
3059000000,0.0,0.0,3.0
3444000000,0.0,0.0,3.0
3739000000,0.0,0.0,3.0
4080000000,0.0,0.0,3.0
4366000000,0.0,0.0,3.0
4713000000,0.0,0.0,3.0
5052000000,0.0,0.0,3.0
5352000000,0.0,0.0,3.0
5641000000,0.0,0.0,3.0
5987000000,0.0,0.0,3.0
6240000000,0.0,0.0,3.0
6607000000,0.0,0.0,3.0
6914000000,0.0,0.0,3.0
7200000000,0.0,0.0,3.0
7512000000,0.0,0.0,3.0
7892000000,0.0,0.0,3.0
8130000000,0.0,0.0,3.0
8553000000,0.0,0.0,3.0
8790000000,0.0,0.0,3.0
9119000000,0.0,0.0,3.0
9432000000,0.0,0.0,3.0
9695000000,0.0,0.0,3.0
9878000000,0.0,0.0,3.0
10274000000,0.0,0.0,3.0
10662000000,0.0,0.0,3.0
10915000000,0.0,0.0,3.0
11242000000,0.0,0.0,3.0
11516000000,0.0,0.0,3.0
11937000000,0.0,0.0,3.0
12308000000,0.0,0.0,3.0
12569000000,0.0,0.0,3.0
12871000000,0.0,0.0,3.0
13169000000,0.0,0.0,3.0
13472000000,0.0,0.0,3.0
13754000000,0.0,0.0,3.0
14105000000,0.0,0.0,3.0
14403000000,0.0,0.0,3.0
14685000000,0.0,0.0,3.0
15156000000,0.0,0.0,3.0
15401000000,0.0,0.0,3.0
15673000000,0.0,0.0,3.0
15956000000,0.0,0.0,3.0
16251000000,0.0,0.0,3.0
16545000000,0.0,0.0,3.0
16939000000,0.0,0.0,3.0
17249000000,0.0,0.0,3.0
17571000000,0.0,0.0,3.0
17885000000,0.0,0.0,3.0
18229000000,0.0,0.0,3.0
