%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
31851000000,3185,31851000000,world,0.15444169981,-0.0765183907639,2.94080739786,0.0728994569223,0.000488480095997,0.00245680051345,0.997336149299
31861000000,3186,31861000000,world,0.154896777375,-0.156215393699,2.94088867879,0.0729112561956,0.000487850678915,0.00246086030463,0.99733527707
31871000000,3187,31871000000,world,0.155352664496,-0.236028666791,2.94098894128,0.0729236338236,0.000486911974167,0.0024649296641,0.997334362523
31881000000,3188,31881000000,world,0.155809371927,-0.315957919464,2.94110758661,0.0729365609052,0.000485798165691,0.00246901776092,0.99733340766
31891000000,3189,31891000000,world,0.156266916978,-0.396002871781,2.94124403936,0.072950008861,0.000484557619159,0.00247312829476,0.997332414518
31901000000,3190,31901000000,world,0.156725325438,-0.476163257491,2.94139774616,0.0729639007323,0.000483054302519,0.00247725150526,0.997331388794
31911000000,3191,31911000000,world,0.157184518677,-0.556438860007,2.94156816957,0.0729781510863,0.000481217478521,0.0024813842467,0.997330336762
31921000000,3192,31921000000,world,0.157644396804,-0.636829483896,2.94175479322,0.0729927674919,0.000478929772726,0.00248552049759,0.997329257922
31931000000,3193,31931000000,world,0.158105225588,-0.71733480273,2.94195698794,0.0730076930069,0.000476248039297,0.00248965857015,0.997328156401
31941000000,3194,31941000000,world,0.158567023719,-0.797954517215,2.94217353669,0.0730227610018,0.000473263719089,0.0024938039099,0.997327044324
31951000000,3195,31951000000,world,0.159029805509,-0.878688327112,2.94240312558,0.0730379023979,0.00047016568774,0.00249796913056,0.99732592662
31961000000,3196,31961000000,world,0.159492896963,-0.959534623514,2.94264468599,0.0730529052274,0.000466985664362,0.0025021703644,0.997324818756
31971000000,3197,31971000000,world,0.159956599356,-1.04049349381,2.94289695361,0.0730677418709,0.000463555393007,0.00250638886046,0.997323722885
31981000000,3198,31981000000,world,0.160420706334,-1.12156308179,2.94315899695,0.0730821415034,0.000459782955187,0.00251062293171,0.997322658905
31991000000,3199,31991000000,world,0.160885294834,-1.202743408,2.94342966067,0.0730961523472,0.000455580298554,0.00251486400634,0.997321623358
32001000000,3200,32001000000,world,0.161351104139,-1.28403714247,2.9437074482,0.0731100747116,0.000451049153667,0.00251910109577,0.997320594222
32011000000,3201,32011000000,world,0.161818144065,-1.36544412745,2.94399131675,0.0731237549606,0.000446281154907,0.00252333935052,0.997319582708
32021000000,3202,32021000000,world,0.162286415252,-1.44696419563,2.9442802687,0.0731371318169,0.000441437495893,0.00252758949544,0.997318593216
32031000000,3203,32031000000,world,0.162755911123,-1.52859717503,2.9445733477,0.0731501455799,0.000436672704265,0.00253186218262,0.997317630042
32041000000,3204,32041000000,world,0.163224998937,-1.61033690527,2.94487051153,0.0731621406025,0.000431624732334,0.00253616795948,0.997316741429
32051000000,3205,32051000000,world,0.163695396497,-1.69218922296,2.94516976747,0.0731736778882,0.00042641897015,0.00254047629664,0.997315886272
32061000000,3206,32061000000,world,0.164166974273,-1.77415324413,2.94546920892,0.0731847028991,0.000421009206775,0.00254478577866,0.997315068611
32071000000,3207,32071000000,world,0.164638743497,-1.85622145851,2.94576773045,0.0731945160097,0.000415306754341,0.0025491182114,0.997314339786
32081000000,3208,32081000000,world,0.16511186027,-1.9384022391,2.94606202097,0.0732038742009,0.00040946998155,0.00255345052022,0.99731364426
32091000000,3209,32091000000,world,0.165586308799,-2.02069533476,2.94635009469,0.0732127077555,0.000403585526616,0.00255778991959,0.997312987107
32101000000,3210,32101000000,world,0.166062063543,-2.10310046205,2.94663005687,0.0732209685616,0.000397782630435,0.0025621459824,0.997312371797
32111000000,3211,32111000000,world,0.166538486183,-2.18561347175,2.9469006553,0.0732282264096,0.000391888769535,0.00256652192155,0.997311829994
32121000000,3212,32121000000,world,0.167015300849,-2.26823249739,2.94716037831,0.0732342684287,0.000385821626176,0.00257091829453,0.997311377378
32131000000,3213,32131000000,world,0.167494118773,-2.35096130313,2.94740711141,0.0732395199194,0.000379799811817,0.00257531957164,0.997310982695
32141000000,3214,32141000000,world,0.167980173071,-2.43378489204,2.94764205088,0.0732425607518,0.00037443663234,0.00257966551346,0.997310750176
32151000000,3215,32151000000,world,0.168467074291,-2.51672096179,2.94786186682,0.0732451891904,0.000369013539538,0.00258402878356,0.997310547866
