%time,field.x,field.y,field.z
784000000,0.0,0.0,0.0
1030000000,0.0,0.0,0.0
1349000000,0.0,0.0,0.0
1666000000,0.0,0.0,0.0
1959000000,0.0,0.0,0.0
2271000000,0.0,0.0,0.0
2573000000,0.0,0.0,0.0
2857000000,0.0,0.0,0.0
3143000000,0.0,0.0,0.0
3362000000,0.0,0.0,0.0
3596000000,0.0,0.0,0.0
3793000000,0.0,0.0,0.0
4015000000,0.0,0.0,0.0
4247000000,0.0,0.0,0.0
4492000000,0.0,0.0,0.0
4762000000,0.0,0.0,0.0
5011000000,0.0,0.0,0.0
5244000000,0.0,0.0,0.0
5426000000,0.0,0.0,0.0
5650000000,0.0,0.0,0.0
5881000000,0.0,0.0,0.0
6105000000,0.0,0.0,0.0
6314000000,0.0,0.0,0.0
6546000000,0.0,-0.1,0.0
6731000000,0.0,-0.1,0.0
6958000000,0.0,-0.1,0.0
7199000000,0.0,-0.1,0.0
7435000000,0.0,0.0,0.0
7676000000,0.0,0.0,0.0
7913000000,0.0,0.0,0.0
8119000000,0.0,0.0,0.0
8365000000,0.0,0.0,0.0
8586000000,0.0,0.0,0.0
8808000000,0.0,0.1,0.0
9018000000,0.0,0.1,0.0
9227000000,0.0,0.1,0.0
9450000000,0.0,0.1,0.0
9662000000,0.0,0.1,0.0
9878000000,0.0,0.1,0.0
10109000000,0.0,0.1,0.0
10312000000,0.0,0.1,0.0
10553000000,0.0,0.1,0.0
10758000000,0.0,0.1,0.0
10965000000,0.0,0.1,0.0
11181000000,0.0,0.1,0.0
11366000000,0.0,0.1,0.0
11611000000,0.0,0.1,0.0
11842000000,0.0,0.1,0.0
12107000000,0.0,8.0,0.0
12362000000,0.0,8.0,0.0
12576000000,0.0,8.0,0.0
12790000000,0.0,0.0,0.0
13017000000,0.0,0.0,0.0
13213000000,0.0,0.0,0.0
13440000000,0.0,0.0,0.0
13633000000,0.0,0.0,0.0
13878000000,0.0,0.0,0.0
14093000000,0.0,0.0,0.0
14324000000,0.0,0.0,0.0
14610000000,0.0,0.0,0.0
14864000000,0.0,0.0,0.0
15092000000,0.0,0.0,0.0
15355000000,0.0,0.0,0.0
15583000000,0.0,0.0,0.0
15822000000,0.0,0.0,0.0
16129000000,0.0,0.0,0.0
16450000000,0.0,0.0,0.0
