%time,field
7000000,0.0
16000000,-6.64761920596e-26
28000000,1.59387573867e-21
41000000,3.26050305509e-22
42000000,1.31334650749e-21
53000000,-1.19952949975e-15
62000000,-1.27784997764e-15
75000000,-1.34598040419e-15
82000000,-1.4050419475e-15
91000000,-1.50498980288e-15
102000000,-1.5516392356e-15
111000000,-1.5907939878e-15
121000000,-1.62345316093e-15
128000000,-9.35677840924e-08
139000000,-7.92013763054e-07
162000000,-2.27919413619e-06
162000000,0.000935356059517
172000000,0.171718245848
185000000,0.159820230087
195000000,0.154846863887
202000000,0.140247726419
210000000,0.100187550153
222000000,0.0848426806143
232000000,0.0787575039752
242000000,0.0667577143183
252000000,0.0578440724397
255000000,0.0182305171723
255000000,0.0109821869169
281000000,0.00864828147879
287000000,0.00247692221822
300000000,0.05973470882
308000000,0.051696909228
321000000,0.0485250721108
321000000,0.0403484704692
340000000,0.0375231421663
350000000,0.0301555958499
366000000,0.00109024016542
367000000,-0.00366184196629
372000000,-0.00377333430039
390000000,-0.00803036696238
402000000,-0.0404156703408
408000000,-0.0409664651094
422000000,-0.0451092146997
429000000,-0.0422432011426
439000000,-0.0410232225002
450000000,-0.0363798118147
459000000,-0.0359118588302
470000000,-0.031881132543
483000000,-0.0283615283751
490000000,-0.0253452032629
499000000,-0.0298181467515
510000000,-0.0261885455449
520000000,-0.0227427318746
531000000,-0.0195188428236
542000000,-0.0272779963632
549000000,-0.0239170654277
561000000,-0.0207334467219
572000000,-0.0177608845575
582000000,-0.0256029487221
591000000,-0.0224719488975
599000000,-0.019501676662
612000000,-0.0167245762222
618000000,-0.0236874779907
631000000,-0.0207529703596
642000000,-0.0179758504603
650000000,-0.0153849347978
657000000,-0.021462067227
670000000,-0.0187595615066
679000000,-0.0162096551184
690000000,-0.013837241671
699000000,-0.0189334460178
710000000,-0.0164888680993
721000000,-0.0141930379079
731000000,-0.0120657359002
742000000,-0.0166471913947
752000000,-0.0144598597503
759000000,-0.0124122560463
770000000,-0.0105205191891
780000000,-0.0147566142924
792000000,-0.0128088384601
800000000,-0.0109866546398
809000000,-0.0149997003992
820000000,-0.0131465358787
831000000,-0.0113913947527
841000000,-0.00975275731674
850000000,-0.00824248618032
860000000,-0.00686726553044
871000000,-0.0106579271859
880000000,-0.00922770676929
887000000,-0.00789369478176
899000000,-0.0115905826478
910000000,-0.0102035106152
921000000,-0.00888202046991
932000000,-0.00764150918856
941000000,-0.010803412615
950000000,-0.00948185696631
961000000,-0.00822779756122
969000000,-0.007055010116
980000000,-0.00984057033762
991000000,-0.00861584638807
1001000000,-0.0074575961665
1008000000,-0.0063777500541
1022000000,-0.00876166673284
1031000000,-0.0076327867285
1041000000,-0.00657210843754
1048000000,-0.00558897705197
1061000000,-0.00782222026666
1069000000,-0.00681102594814
1078000000,-0.00586161320254
1087000000,-0.00498216768206
1101000000,-0.00707015376225
1110000000,-0.00617273879023
1118000000,-0.00532732157093
1129000000,-0.00454041917797
1140000000,-0.00664040645133
1149000000,-0.0058190158878
1159000000,-0.00504064146095
1171000000,-0.00431359543487
1180000000,-0.0223645905159
1192000000,-0.0205796008431
1200000000,-0.018711302902
1211000000,-0.0168192466746
1221000000,-0.0209813431126
1231000000,-0.0188028557966
1242000000,-0.016664413502
1251000000,-0.014605496209
1261000000,-0.014585339608
1271000000,-0.0126459128844
1282000000,-0.0108336317328
1288000000,-0.00916219428727
1301000000,-0.00898555001282
1312000000,-0.00752902632281
1319000000,-0.00621220255134
1333000000,-0.00503496419492
1340000000,-0.00553816353096
1349000000,-0.00453325565004
1361000000,-0.00363942163053
1367000000,-0.00285317321979
1381000000,-0.00382496895976
1391000000,-0.00314235739768
1401000000,-0.00253403787581
1407000000,-0.0019979065182
1418000000,-0.00319740410749
1429000000,-0.00269488268236
1441000000,-0.00223872011714
1451000000,-0.00182929618587
1460000000,-0.00286002710091
1470000000,-0.00245955504852
1482000000,-0.00208943843669
1490000000,-0.00274383154258
1496000000,-0.00237952230187
1511000000,-0.00204005169252
1520000000,-0.00172775681018
1527000000,-0.00144400924164
1540000000,-0.00178026529536
1550000000,-0.00153866726117
1561000000,-0.00130102360583
1570000000,-0.00107564335239
1577000000,-0.000884129063731
1585000000,-0.000715075303666
1601000000,-0.000567648367654
1610000000,-0.000440594527042
1619000000,-0.000332415968719
1630000000,0.000380940142473
1638000000,0.00041834402125
1647000000,0.000436082874885
1658000000,0.00169881084182
1667000000,0.00161554427397
1679000000,0.00151104800612
1690000000,0.00139245900613
1702000000,0.00329786745454
1711000000,0.00305312159179
1719000000,0.00278875569957
1730000000,0.00251474684004
1740000000,0.00223931465503
1751000000,0.0287483630802
