%time,field0,field1,field2,field3
102000000,0.0522828168513,0.00856857276174,3.17259878256,7.9314969564
110000000,0.300371348712,0.0492275265945,18.2269784344,45.5674460861
120000000,0.390167211301,0.063944070741,23.6759244072,59.1898110181
178000000,0.39016721127,0.0639440707366,23.6759244073,59.1898110175
213000000,0.389385358313,0.0640352711919,23.677367814,59.177548822
240000000,0.396215985253,0.0632172968955,23.6643121974,59.330114347
294000000,0.0032005573272,0.000827735459696,0.230696781182,0.561955870771
337000000,-0.385155754161,-0.0644376266775,-23.6856495935,-59.0695342302
361000000,-0.384984277509,-0.0644763112972,-23.685969905,-59.0653309569
407000000,-0.385232576194,-0.0644589676651,-23.6854869301,-59.0709668071
449000000,-0.385524796791,-0.064433150589,-23.6849198352,-59.0778096226
479000000,-0.385899556012,-0.0643954232581,-23.6841940372,-59.0867119774
520000000,-0.386315951011,-0.0643513319292,-23.68338871,-59.0966142465
568000000,-0.386704406032,-0.0643095956199,-23.6826379605,-59.105829156
614000000,-0.387030489795,-0.0642745811519,-23.6820079918,-59.1135351698
672000000,-0.387236416098,-0.0642533733133,-23.681609951,-59.1183748522
700000000,-0.387378579362,-0.0642392850953,-23.6813351824,-59.1216929931
722000000,-0.387634782915,-0.0642111208231,-23.680840626,-59.1277500473
773000000,-0.387826457736,-0.0641903962983,-23.6804697892,-59.1323444597
811000000,-0.388009919504,-0.0641704036665,-23.6801149036,-59.1367407131
840000000,-0.388169998255,-0.0641529946093,-23.6798051169,-59.1405859425
889000000,-0.388243044544,-0.0641458257704,-23.6796628206,-59.1423996823
932000000,-0.342593117885,-0.056630153412,-20.9017566541,-52.2012181116
964000000,-0.243090532645,-0.040298974121,-14.8583021026,-37.0951974311
1008000000,-0.0983451872896,-0.0165576848243,-6.07049673999,-15.1278552289
1041000000,0.0535918014342,0.00836418187345,3.15412263394,7.9313080866
1088000000,0.217638238543,0.0352676398963,13.1128870216,32.8261044249
1122000000,0.386537208033,0.0629641709545,23.365614324,58.4560035308
1170000000,0.391549016119,0.0637999281061,23.673249091,59.2229394866
1209000000,0.391501550091,0.0638048531137,23.6733437355,59.221536068
1249000000,0.391457659743,0.0638094037683,23.6734314287,59.2202208637
1286000000,0.391423392761,0.063812851983,23.6735006281,59.2191257506
1329000000,0.361607831071,0.0589353940684,21.8663815991,54.7000721311
1366000000,0.328920557725,0.0535850361027,19.884499671,49.7443578081
1402000000,0.296706186823,0.0483101531831,17.9308716476,44.8595089024
1426000000,0.265227001889,0.0431711442367,16.025251211,40.0932025117
1482000000,0.247393963115,0.0402449565336,14.942473377,37.3863703323
1516000000,0.239892982341,0.0390181687687,14.4879924532,36.2497997797
1566000000,0.251130703169,0.0408621674114,15.1705294836,37.9558673559
1609000000,0.276724146345,0.0450604301053,16.7245180611,41.8404762673
1649000000,0.311693736773,0.0507958611126,18.8475729421,47.1477800651
1682000000,0.367402828225,0.0599306557341,22.2292101537,55.6016010905
1741000000,0.391176734972,0.0638346474337,23.6739813643,59.2131314018
1758000000,0.391101294823,0.0638433532981,23.6741225302,59.2117923221
1815000000,0.391109329042,0.0638420694381,23.6741026811,59.2124340547
1845000000,0.391084270805,0.0638447512703,23.6741449855,59.2124485843
1881000000,0.391078295149,0.0638451530175,23.6741502078,59.2129445013
1940000000,0.391066818825,0.0638461996954,23.6741656941,59.2133421437
1970000000,0.391051094746,0.063847938673,23.6742068981,59.2118917489
2002000000,0.390907617695,0.0638646359987,23.6744829821,59.2085852971
2056000000,0.390846305423,0.063871382248,23.67459847,59.2074412447
2099000000,0.39082664475,0.0638732747627,23.6746344018,59.2071856226
2119000000,0.390845743205,0.0638706929975,23.6745975114,59.2076314075
2181000000,0.390805416904,0.0638722076416,23.6746773865,59.2066549888
2209000000,0.390773821089,0.063875750704,23.6747212863,59.2076009498
2248000000,0.390856638261,0.0638658219505,23.6745686423,59.2088509917
2284000000,0.390797441283,0.0638728743013,23.6746837612,59.2073645324
2320000000,0.39075660793,0.0638776804172,23.6747606783,59.2065972884
2358000000,0.390748096511,0.063878610176,23.674775436,59.2065732607
2410000000,0.390775111485,0.0638753044577,23.6747228754,59.207251421
2448000000,0.390765783656,0.0638763824921,23.6747409852,59.2070153784
2481000000,0.390759236156,0.0638771479314,23.6747551072,59.2067053821
2525000000,0.390749359746,0.06387830449,23.6747761506,59.2062745854
2575000000,0.390731283335,0.0638804402511,23.6748134434,59.2056067589
2622000000,0.390371784271,0.0638263509097,23.6540468463,59.1529536712
2650000000,0.386703568814,0.0632214998799,23.4306272178,58.5944240265
2683000000,0.386352850986,0.0631709216821,23.4108578717,58.5439534122
2733000000,0.390073307467,0.0637847911569,23.6375242475,59.1097226964
2789000000,0.39067576326,0.0638869881246,23.6749416454,59.2021734796
2816000000,0.390333532062,0.0638324279217,23.6545296242,59.1519418045
2862000000,0.390745077147,0.0638785155885,23.674801323,59.2044754728
2876000000,0.390391506329,0.0639207448847,23.6754915377,59.1955530375
2919000000,0.390540177758,0.0639024435178,23.6751991265,59.1997144109
2967000000,0.390559202471,0.0638996511853,23.6751599667,59.2004859443
3013000000,0.390855343286,0.0638638664833,23.6745834428,59.2078682523
3049000000,0.390756681132,0.0638754529612,23.6747742625,59.205461697
3087000000,0.390768206601,0.0638739318388,23.6747476175,59.2061240006
3120000000,0.390767783354,0.0638739509749,23.6747485879,59.2060465611
